response_id,age_group,customer_stage,channel,cluster,cluster_group,complaint,severity,existing_insurance,consultation_needed
614,20대,상담,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,4,없음,아니오
615,40대,정보 탐색,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,3,없음,예
616,20대,정보 탐색,웹,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,3,있음,아니오
617,40대,가입 검토,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,없음,예
618,20대,상담,오프라인,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,3,없음,아니오
619,50대 이상,상담,전화,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,있음,예
620,40대,정보 탐색,오프라인,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,3,없음,예
621,20대,상품 비교,웹,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,있음,예
622,30대,상담,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,없음,예
623,30대,상품 비교,웹,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,있음,아니오
624,50대 이상,가입 검토,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,있음,예
625,20대,가입 검토,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,있음,예
626,50대 이상,정보 탐색,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,있음,예
627,20대,가입 검토,전화,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,없음,예
628,30대,상품 비교,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,3,없음,아니오
629,20대,상담,웹,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,아니오
630,20대,정보 탐색,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,있음,예
631,50대 이상,가입 검토,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,예
632,40대,정보 탐색,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,없음,아니오
633,20대,상품 비교,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,없음,예
634,50대 이상,상담,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,예
635,40대,상품 비교,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,4,없음,아니오
636,30대,상담,전화,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,3,있음,예
637,40대,상품 비교,웹,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,5,없음,예
638,40대,가입 검토,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,3,없음,아니오
639,30대,가입 검토,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,있음,예
640,30대,상담,웹,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,2,없음,예
641,20대,정보 탐색,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,3,없음,아니오
642,40대,정보 탐색,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,있음,예
643,20대,가입 검토,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,예
644,50대 이상,정보 탐색,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,4,없음,아니오
645,40대,정보 탐색,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,4,있음,예
646,50대 이상,상담,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,없음,아니오
647,30대,정보 탐색,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,4,없음,예
648,30대,가입 검토,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,없음,아니오
649,30대,가입 검토,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,없음,아니오
650,50대 이상,정보 탐색,오프라인,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,없음,아니오
651,40대,정보 탐색,웹,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,4,없음,아니오
652,20대,가입 검토,전화,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,없음,예
653,30대,상품 비교,전화,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,5,없음,아니오
654,50대 이상,상품 비교,웹,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,2,있음,예
655,50대 이상,정보 탐색,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,없음,아니오
656,30대,상담,모바일,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,4,있음,예
657,20대,상품 비교,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,있음,예
658,20대,정보 탐색,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,없음,아니오
659,30대,상담,웹,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,3,없음,예
660,40대,정보 탐색,오프라인,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,없음,예
661,50대 이상,상담,전화,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,있음,아니오
662,30대,정보 탐색,웹,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,4,있음,아니오
663,40대,정보 탐색,웹,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,없음,예
664,30대,정보 탐색,웹,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,5,없음,예
665,30대,가입 검토,전화,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,없음,아니오
666,50대 이상,상품 비교,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,4,없음,예
667,30대,상품 비교,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,없음,예
668,50대 이상,상품 비교,전화,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,4,있음,예
669,20대,정보 탐색,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,없음,아니오
670,50대 이상,상품 비교,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,없음,아니오
671,40대,상품 비교,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,3,없음,아니오
672,40대,상담,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,3,없음,예
673,40대,정보 탐색,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,없음,아니오
674,30대,상담,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,3,없음,예
675,20대,상품 비교,모바일,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,2,있음,예
676,20대,가입 검토,모바일,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,3,없음,아니오
677,20대,가입 검토,웹,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,4,없음,아니오
678,30대,정보 탐색,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,아니오
679,40대,정보 탐색,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,2,있음,아니오
680,30대,상품 비교,웹,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,없음,아니오
681,30대,가입 검토,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,예
682,30대,상담,웹,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,없음,아니오
683,20대,정보 탐색,모바일,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,4,없음,아니오
684,30대,상품 비교,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,있음,아니오
685,20대,가입 검토,전화,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,있음,아니오
686,30대,정보 탐색,전화,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,4,있음,아니오
687,40대,상품 비교,웹,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,3,있음,아니오
688,30대,정보 탐색,전화,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,4,있음,예
689,40대,가입 검토,모바일,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,4,없음,아니오
690,30대,상품 비교,웹,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,2,없음,아니오
691,20대,정보 탐색,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,없음,아니오
692,50대 이상,상품 비교,웹,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,있음,예
693,50대 이상,상담,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,4,없음,예
694,30대,가입 검토,전화,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,3,없음,예
695,30대,정보 탐색,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,5,없음,아니오
696,20대,가입 검토,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,5,없음,아니오
697,20대,가입 검토,전화,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,있음,예
698,20대,정보 탐색,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,5,있음,아니오
699,40대,가입 검토,웹,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,3,있음,아니오
700,20대,정보 탐색,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,없음,아니오
701,30대,상품 비교,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,5,있음,아니오
702,40대,정보 탐색,오프라인,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,없음,예
703,50대 이상,상담,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,4,있음,아니오
704,20대,가입 검토,전화,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,3,있음,아니오
705,20대,상담,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,없음,아니오
706,30대,상품 비교,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,4,없음,아니오
707,20대,가입 검토,웹,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,5,있음,예
708,30대,상담,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,있음,아니오
709,30대,상품 비교,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,있음,예
710,30대,정보 탐색,전화,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,4,있음,예
711,40대,상담,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,5,없음,예
712,20대,정보 탐색,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,있음,아니오
713,30대,상품 비교,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,있음,아니오
714,50대 이상,정보 탐색,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,있음,예
715,20대,정보 탐색,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,없음,아니오
716,20대,상담,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,있음,아니오
717,20대,상품 비교,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,있음,아니오
718,20대,상품 비교,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,예
719,30대,상담,오프라인,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,3,없음,아니오
720,50대 이상,상담,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,4,있음,아니오
721,20대,상담,웹,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,4,없음,아니오
722,30대,가입 검토,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,있음,아니오
723,30대,정보 탐색,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,5,있음,아니오
724,30대,정보 탐색,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,5,없음,아니오
725,50대 이상,정보 탐색,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,있음,아니오
726,50대 이상,가입 검토,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,5,있음,아니오
727,30대,상품 비교,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,4,없음,아니오
728,20대,정보 탐색,전화,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,없음,아니오
729,20대,정보 탐색,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,없음,아니오
730,20대,상품 비교,웹,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,3,있음,예
731,30대,상품 비교,전화,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,없음,아니오
732,20대,가입 검토,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,없음,예
733,30대,상담,웹,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,있음,아니오
734,20대,상담,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,있음,예
735,30대,가입 검토,오프라인,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,있음,아니오
736,40대,가입 검토,웹,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,없음,예
737,40대,상품 비교,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,없음,예
738,20대,정보 탐색,웹,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,있음,아니오
739,20대,정보 탐색,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,없음,예
740,20대,상품 비교,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,예
741,20대,상담,웹,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,5,있음,아니오
742,40대,가입 검토,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,3,없음,아니오
743,50대 이상,가입 검토,오프라인,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,3,있음,예
744,50대 이상,상담,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,3,없음,아니오
745,40대,상담,웹,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,3,없음,예
746,20대,상담,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,없음,예
747,20대,가입 검토,전화,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,3,있음,아니오
748,40대,정보 탐색,웹,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,4,있음,예
749,50대 이상,가입 검토,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,없음,예
750,40대,가입 검토,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,없음,예
751,50대 이상,상품 비교,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,있음,아니오
752,40대,상품 비교,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,3,없음,아니오
753,40대,가입 검토,웹,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,3,없음,아니오
754,40대,정보 탐색,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,5,있음,예
755,20대,정보 탐색,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,없음,아니오
756,30대,상품 비교,웹,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,2,없음,예
757,40대,정보 탐색,모바일,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,4,없음,예
758,30대,상품 비교,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,4,있음,아니오
759,50대 이상,상품 비교,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,3,없음,아니오
760,20대,상담,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,없음,아니오
761,30대,상품 비교,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,있음,예
762,30대,정보 탐색,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,5,있음,아니오
763,40대,상담,웹,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,3,있음,아니오
764,50대 이상,정보 탐색,웹,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,4,없음,아니오
765,20대,상품 비교,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,3,있음,예
766,30대,상품 비교,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,없음,아니오
767,20대,정보 탐색,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,없음,아니오
768,30대,상담,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,없음,예
769,30대,정보 탐색,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,있음,아니오
770,40대,가입 검토,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,4,없음,예
771,30대,상품 비교,모바일,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,3,있음,아니오
772,30대,상품 비교,오프라인,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,있음,아니오
773,40대,가입 검토,오프라인,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,4,없음,예
774,20대,상품 비교,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,예
775,20대,가입 검토,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,없음,예
776,40대,상담,전화,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,5,있음,아니오
777,40대,상품 비교,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,5,없음,예
778,50대 이상,상담,오프라인,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,3,없음,아니오
779,30대,정보 탐색,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,3,없음,아니오
780,20대,가입 검토,모바일,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,2,있음,아니오
781,30대,정보 탐색,오프라인,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,3,있음,예
782,30대,상담,웹,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,아니오
783,30대,정보 탐색,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,4,없음,예
784,30대,정보 탐색,웹,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,없음,예
785,30대,정보 탐색,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,5,없음,예
786,30대,정보 탐색,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,5,없음,예
787,50대 이상,상담,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,4,있음,아니오
788,30대,정보 탐색,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,5,있음,아니오
789,40대,정보 탐색,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,없음,아니오
790,20대,정보 탐색,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,2,없음,아니오
791,20대,정보 탐색,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,없음,아니오
792,30대,정보 탐색,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,3,없음,아니오
793,30대,가입 검토,웹,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,5,있음,아니오
794,20대,가입 검토,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,3,있음,아니오
795,40대,정보 탐색,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,없음,예
796,20대,상품 비교,전화,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,예
797,20대,가입 검토,웹,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,있음,예
798,40대,가입 검토,오프라인,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,4,있음,예
799,20대,정보 탐색,모바일,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,있음,아니오
800,50대 이상,가입 검토,웹,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,있음,예
801,40대,상담,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,있음,예
802,30대,가입 검토,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,3,있음,아니오
803,20대,상품 비교,웹,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,4,없음,예
804,40대,정보 탐색,오프라인,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,3,있음,아니오
805,30대,정보 탐색,전화,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,없음,아니오
806,30대,가입 검토,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,없음,예
807,30대,상담,전화,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,있음,아니오
808,30대,정보 탐색,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,4,있음,예
809,30대,상담,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,4,있음,아니오
810,30대,상품 비교,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,있음,예
811,20대,가입 검토,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,없음,예
812,20대,가입 검토,오프라인,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,없음,아니오
813,30대,상품 비교,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,없음,아니오
814,30대,가입 검토,웹,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,5,없음,아니오
815,30대,가입 검토,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,있음,아니오
816,20대,상품 비교,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,있음,예
